7.675522565841674805e-02 -5.913587808609008789e-01
2.408069223165512085e-01 -4.231349378824234009e-02
-3.287312090396881104e-01 3.007758557796478271e-01
-1.179021298885345459e-01 2.754020094871520996e-01
-1.259733438491821289e-01 -8.737419545650482178e-02
-2.136795818805694580e-01 -1.074291691184043884e-01
2.114692479372024536e-01 -5.366076231002807617e-01
-1.503930389881134033e-01 -3.215361237525939941e-01
1.786483377218246460e-01 3.681706786155700684e-01
-1.635325141251087189e-02 -2.780246734619140625e-01
2.357090078294277191e-02 -4.864248335361480713e-01
1.317956745624542236e-01 6.101903691887855530e-02
-9.462050348520278931e-02 3.146830201148986816e-01
-3.640763461589813232e-01 1.606594622135162354e-01
2.505683600902557373e-01 3.957064151763916016e-01
1.731028407812118530e-01 4.496249854564666748e-01
4.105598330497741699e-01 -1.062968149781227112e-01
1.798462420701980591e-01 2.869190573692321777e-01
2.389148622751235962e-01 2.288140356540679932e-01
1.700411885976791382e-01 -6.085747852921485901e-02
3.736976906657218933e-02 4.447618424892425537e-01
-8.321402221918106079e-02 4.017046093940734863e-01
1.174577400088310242e-01 -3.772095739841461182e-01
-2.871904373168945312e-01 -2.796760797500610352e-01
-1.686111837625503540e-01 -3.888882398605346680e-01
3.098041117191314697e-01 3.682302236557006836e-01
7.918363437056541443e-03 -2.302365303039550781e-01
-4.475535079836845398e-02 9.139768034219741821e-02
-1.232833601534366608e-02 -4.345016181468963623e-01
-9.202948212623596191e-02 -4.824326038360595703e-01
1.582282632589340210e-01 2.945154905319213867e-01
-7.934103906154632568e-02 4.301032423973083496e-02
2.941231727600097656e-01 -3.854223340749740601e-02
6.553565710783004761e-02 2.676950693130493164e-01
-1.156101971864700317e-01 -2.276126742362976074e-01
3.556613326072692871e-01 -4.251345992088317871e-01
-3.646160066127777100e-01 1.299488395452499390e-01
-2.710935771465301514e-01 3.696536719799041748e-01
7.450042665004730225e-02 1.403828859329223633e-01
3.317344784736633301e-01 3.487116098403930664e-01
1.203984841704368591e-01 -2.573354542255401611e-01
-1.793067157268524170e-01 -2.947576940059661865e-01
-1.584120541810989380e-01 -4.181540012359619141e-02
2.200108766555786133e-01 -3.179294466972351074e-01
-2.899461388587951660e-01 1.624013185501098633e-01
1.475121229887008667e-01 3.883790969848632812e-01
3.716106116771697998e-01 4.587302803993225098e-01
-2.607648074626922607e-01 -3.281140625476837158e-01
-6.134729087352752686e-02 3.885637521743774414e-01
-1.766956746578216553e-01 1.369570046663284302e-01
