4.441529214382171631e-01 -1.373189538717269897e-01 3.330891132354736328e-01 3.165251314640045166e-01
4.398683309555053711e-01 8.031628727912902832e-01 -9.353907704353332520e-01 3.893253326416015625e+00
-2.802317142486572266e-01 6.975465416908264160e-01 1.531820893287658691e+00 4.994474351406097412e-01
-5.793817043304443359e-01 1.814992427825927734e-01 2.452140450477600098e-01 -2.547173202037811279e-01
7.156567573547363281e-01 -1.481905937194824219e+00 -9.656921625137329102e-01 3.241033852100372314e-01
-4.285313487052917480e-01 3.123996555805206299e-01 -4.564895629882812500e-01 -1.054996848106384277e-01
-4.713709056377410889e-01 -8.000791668891906738e-01 -2.999868988990783691e-01 4.825287163257598877e-01
-8.623935580253601074e-01 -1.191192269325256348e-01 5.961871147155761719e-01 -5.053895115852355957e-01
5.234245061874389648e-01 2.298438549041748047e+00 -3.687923550605773926e-01 -8.932198882102966309e-01
-6.331698298454284668e-01 -3.782364726066589355e-01 1.331463754177093506e-01 3.149246573448181152e-01
8.352045416831970215e-01 -1.164324283599853516e+00 -2.049487590789794922e+00 1.278955578804016113e+00
1.287063241004943848e+00 -1.459859251976013184e+00 8.375814557075500488e-01 2.922672748565673828e+00
-4.829768240451812744e-01 4.063489735126495361e-01 9.812883287668228149e-02 -3.500513434410095215e-01
1.212092041969299316e+00 1.082793354988098145e+00 -1.637591719627380371e+00 9.719529151916503906e-01
-9.882202744483947754e-02 2.805106043815612793e-01 6.056600213050842285e-01 -1.180380105972290039e+00
2.390964925289154053e-01 -5.927536636590957642e-02 -1.927703805267810822e-02 4.388838410377502441e-01
-1.809079498052597046e-01 -5.455731153488159180e-01 8.927987813949584961e-01 -3.203455686569213867e+00
-2.033756971359252930e-01 -1.440027952194213867e+00 4.420182704925537109e-01 -1.316221356391906738e+00
-2.284582145512104034e-02 1.898506879806518555e-01 1.361410021781921387e+00 -2.110305547714233398e+00
-3.540919721126556396e-01 3.370692729949951172e-01 7.554202526807785034e-02 -3.998133838176727295e-01
-5.891709327697753906e-01 -2.602860145270824432e-02 1.021720468997955322e-01 -5.989991426467895508e-01
4.373269975185394287e-01 -1.049216985702514648e+00 1.496074318885803223e+00 1.472740292549133301e+00
-5.047825574874877930e-01 -3.002944886684417725e-01 -6.089423298835754395e-01 1.600453257560729980e-02
5.324031114578247070e-01 2.316759347915649414e+00 1.354435563087463379e+00 -1.897380352020263672e+00
1.394795417785644531e+00 -1.298714399337768555e+00 -1.406785547733306885e-01 7.409536838531494141e-01
-4.555454552173614502e-01 -3.730254620313644409e-02 -5.383203625679016113e-01 -8.398030400276184082e-01
-5.052004009485244751e-03 -2.471834421157836914e-01 2.991882264614105225e-01 -7.865730524063110352e-01
1.095210552215576172e+00 -3.182937204837799072e-01 2.940003871917724609e+00 7.308502793312072754e-01
-7.290236353874206543e-01 1.580330580472946167e-01 3.323622643947601318e-01 -9.803301095962524414e-02
4.211545586585998535e-01 -1.904418021440505981e-01 4.446099996566772461e-01 5.307871103286743164e-01
-4.920994341373443604e-01 4.979333281517028809e-01 -3.223107755184173584e-01 2.311460822820663452e-01
-1.846589893102645874e-01 6.479635834693908691e-01 -1.861138083040714264e-02 1.042343735694885254e+00
-6.608447432518005371e-01 -8.339515328407287598e-01 1.435157805681228638e-01 1.190753340721130371e+00
-1.255429387092590332e+00 -4.763462543487548828e+00 -2.781279325485229492e+00 3.175712347030639648e+00
-1.450350582599639893e-01 1.224293589591979980e+00 3.535294532775878906e-01 7.852742075920104980e-01
-3.298728168010711670e-01 1.424569010734558105e+00 -1.942673563957214355e+00 1.523719191551208496e+00
2.880233824253082275e-01 -5.148974061012268066e-01 -1.835909187793731689e-01 5.558886528015136719e-01
1.647990494966506958e-01 6.629341244697570801e-01 -4.306319952011108398e-01 -1.557828307151794434e+00
-6.438147425651550293e-01 6.988377571105957031e-01 -2.336570173501968384e-01 2.000569701194763184e-01
-3.889732956886291504e-01 -3.994938731193542480e-01 7.477110624313354492e-01 -3.791726589202880859e+00
3.813636600971221924e-01 -3.793960213661193848e-01 -6.448857486248016357e-02 1.008898496627807617e+00
6.392488479614257812e-01 2.878328323364257812e+00 -1.398201435804367065e-01 4.955199718475341797e+00
4.692527353763580322e-01 2.581944763660430908e-01 -1.600172519683837891e+00 1.280216455459594727e+00
-2.628167569637298584e-01 -3.984645009040832520e-01 7.970270514488220215e-01 -2.392601251602172852e+00
-3.855111896991729736e-01 3.682430684566497803e-01 -1.028816099278628826e-03 -5.864747166633605957e-01
1.055472612380981445e+00 -5.758936405181884766e-01 8.495807647705078125e-01 -1.052309632301330566e+00
1.229426264762878418e+00 1.016637206077575684e+00 -7.733678817749023438e-01 -2.712003290653228760e-01
2.682014107704162598e-01 2.943796217441558838e-01 -7.414883375167846680e-01 -7.489721179008483887e-01
2.267907619476318359e+00 -4.990251958370208740e-01 -1.811481475830078125e+00 -2.620264291763305664e+00
-7.127792239189147949e-01 -2.001506388187408447e-01 1.505642980337142944e-01 -8.406399935483932495e-02
