2.192704565823078156e-02 -1.049076437950134277e+00
7.503672689199447632e-02 2.262521237134933472e-01
3.623451665043830872e-02 -1.237130522727966309e+00
1.156652495265007019e-01 1.526340007781982422e+00
-9.068400412797927856e-02 -6.768010854721069336e-01
-2.351805567741394043e-01 -2.187694907188415527e-01
-2.337959259748458862e-01 7.061929255723953247e-02
-1.966783553361892700e-01 3.515088856220245361e-01
-2.686631679534912109e-01 3.909926414489746094e-01
2.751717530190944672e-02 -9.966574907302856445e-01
7.788254320621490479e-02 2.597645819187164307e-01
-5.729092285037040710e-02 -9.505706429481506348e-01
-3.830578178167343140e-02 -4.657957553863525391e-01
4.082906618714332581e-02 -5.544884204864501953e-01
1.583244651556015015e-01 -6.382770538330078125e-01
2.259439378976821899e-01 -8.018292784690856934e-01
-2.304646372795104980e-01 -2.711776196956634521e-01
-1.344914287328720093e-01 1.349792361259460449e+00
-4.486795514822006226e-02 -6.647651791572570801e-01
-1.624093055725097656e-01 1.185023784637451172e-01
1.857580542564392090e-01 6.469528377056121826e-02
7.138082757592201233e-03 -5.873676538467407227e-01
-1.518908441066741943e-01 -1.223467513918876648e-01
2.369263917207717896e-01 1.197197381407022476e-02
2.501367032527923584e-01 1.825606673955917358e-01
-2.735014259815216064e-01 3.488008677959442139e-01
-2.213965356349945068e-01 -2.183565944433212280e-01
-1.147502362728118896e-01 -2.288880199193954468e-02
1.514564603567123413e-01 -2.795641422271728516e-01
-4.035895317792892456e-02 1.685007214546203613e-01
2.648957073688507080e-01 -6.373124718666076660e-01
-1.695267260074615479e-01 -6.445864439010620117e-01
-6.454478949308395386e-02 -5.453724861145019531e-01
-1.675717979669570923e-01 -2.437566369771957397e-01
-6.922214478254318237e-02 -2.184112817049026489e-01
-2.011188268661499023e-01 -1.564311832189559937e-01
-5.599649623036384583e-03 -4.608380794525146484e-01
2.446646429598331451e-02 5.122249126434326172e-01
-8.196958154439926147e-02 -8.062736392021179199e-01
6.094503402709960938e-02 1.683882176876068115e-01
-2.344003766775131226e-01 1.222818493843078613e+00
7.383219897747039795e-02 -3.109275698661804199e-01
-1.589072942733764648e-01 9.369890093803405762e-01
-9.027509391307830811e-02 7.788132876157760620e-02
-1.224592253565788269e-01 -3.457011282444000244e-01
-2.446326464414596558e-01 -1.691634654998779297e-01
-1.980102658271789551e-01 1.687585711479187012e-01
-1.773288398981094360e-01 -4.054989516735076904e-01
2.088970318436622620e-02 -8.182670474052429199e-01
1.117384210228919983e-01 -4.022256135940551758e-01
