3.791055679321289062e-01 -2.835575044155120850e-01 -3.423001766204833984e-01 -1.251877546310424805e+00
2.999880015850067139e-01 2.544115483760833740e-01 -2.561594843864440918e-01 -6.736942380666732788e-02
5.190378427505493164e-01 -7.465187907218933105e-01 -3.571050465106964111e-01 -3.212730288505554199e-01
8.718013018369674683e-02 -3.287986814975738525e-01 6.515623927116394043e-01 9.049490094184875488e-01
-1.013887822628021240e-01 4.188264906406402588e-01 2.380113840103149414e+00 2.062371730804443359e+00
7.324671745300292969e-02 8.843328803777694702e-02 -1.701821923255920410e+00 2.143268883228302002e-01
-4.496597945690155029e-01 1.540336966514587402e+00 1.794639945030212402e+00 1.147599220275878906e+00
-4.381274282932281494e-01 2.041921168565750122e-01 -7.099174708127975464e-02 6.611159443855285645e-01
-1.542563885450363159e-01 -4.222518205642700195e-01 1.104728579521179199e+00 -3.580888360738754272e-02
-8.821560442447662354e-02 2.830654084682464600e-01 9.467949271202087402e-01 6.746949553489685059e-01
-3.142730891704559326e-01 2.425586432218551636e-01 6.415091156959533691e-01 1.129505515098571777e+00
3.088942170143127441e-01 -1.190744161605834961e+00 -8.224455118179321289e-01 1.597747355699539185e-01
-1.381478160619735718e-01 6.099311262369155884e-02 -4.569223523139953613e-01 -9.763540625572204590e-01
-2.040102481842041016e-01 1.676961630582809448e-01 -3.655290007591247559e-01 -6.653423905372619629e-01
1.862211227416992188e-01 -4.893171191215515137e-01 -1.838212132453918457e+00 -1.463444113731384277e+00
7.984593510627746582e-01 -5.792426466941833496e-01 -1.303792119026184082e+00 1.996081352233886719e+00
-5.822772625833749771e-03 5.890342593193054199e-02 4.301210865378379822e-02 1.135176420211791992e+00
-2.936732955276966095e-02 -8.288434892892837524e-02 -1.781230211257934570e+00 -1.330056190490722656e+00
-4.018619656562805176e-01 1.378068923950195312e+00 -4.100611507892608643e-01 -1.145776361227035522e-01
1.797438710927963257e-01 -9.413488507270812988e-01 -1.245545983314514160e+00 -3.043448448181152344e+00
3.240299522876739502e-01 -2.208919078111648560e-01 -5.830542445182800293e-01 -1.206668734550476074e+00
3.053397536277770996e-01 -6.142386794090270996e-01 -6.144808530807495117e-01 -1.339337468147277832e+00
3.866007328033447266e-01 -3.352673724293708801e-02 -7.964226007461547852e-01 2.022754848003387451e-01
-2.903298139572143555e-01 4.249061942100524902e-01 -5.272218585014343262e-01 4.460829496383666992e-01
3.172821104526519775e-01 -6.473000645637512207e-01 -1.070612192153930664e+00 -3.509237989783287048e-02
-4.610679745674133301e-01 8.326910734176635742e-01 2.725628852844238281e+00 2.221844434738159180e+00
1.928444504737854004e-01 -1.114844918251037598e+00 -7.383682727813720703e-01 -9.316685199737548828e-01
-2.859408557415008545e-01 1.243013501167297363e+00 1.721377015113830566e+00 7.262408137321472168e-01
1.445020586252212524e-01 1.749123036861419678e-01 -7.920237183570861816e-01 -2.127300977706909180e+00
-4.520533382892608643e-01 -3.202104568481445312e-01 5.064527988433837891e-01 8.011249303817749023e-01
-5.632390975952148438e-01 -2.542989552021026611e-01 4.213515222072601318e-01 4.091360867023468018e-01
1.971874982118606567e-01 -5.932450294494628906e-01 -2.568962335586547852e+00 -1.969674229621887207e+00
-5.043594166636466980e-02 -1.092598363757133484e-01 1.640400171279907227e+00 -7.728212326765060425e-02
5.305593609809875488e-01 -4.217841848731040955e-02 -3.926216959953308105e-01 -9.272788166999816895e-01
1.917596347630023956e-02 2.085909843444824219e-01 2.923485636711120605e-01 7.447283864021301270e-01
